,ISBN:,Título:,Autor(es):,Ilustrador(es):,Tradutor(es),Editora:,Data de edição:,Palavras-chave:,Idade:,Nível de Leitura:,Tema:,Formato:,Língua:,Ano PNL
232,978-989-626-860-2,A Guerra no Renascimento. O ensino e a aprendizagem miitares em Portugal e no Império de D. Manuel I a Felipe II.,"Feio, Gonçalo Couceiro",,,A Esfera dos Livros,2018,guerra; Renascimento; história,Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
233,978-989-636-830-8,Os Anos Trump. O Mundo em Transe,"Ferreira, Eduardo Paz",,,Gradiva,2018,EUA; Trump; política,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
234,978-989-702-409-2,Porque me orgulho de ser português,"Sampaio, Albino Forjaz de",,,Guerra & Paz,2018,Portugal; cultura; republicanismo,N/R,Leitura mediana;Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
235,978-989-636-753-0,Populismo. Uma brevíssima introdução,"Mudde, Cas; Kaltwasser, Cristóbal Rovira",,,Gradiva,2017,populismo; política; presente,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
236,978-972-6-18458-4,Luís Fróis. Um Português no Japão no Século XVI,"Miranda, Ana Paula",,,Edições Sílabo,2017,história; Portugal; Japão,15-18 anos,Leitura mediana,Cultura e Sociedade;Literatura,Livro,Português,2019
237,978-972-6-18716-5,América. As ideias que construíram um país,"Pereira, Jorge",,,Edições Sílabo,2013,EUA; história; América,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade,Livro,Português,2019
238,9789899958395,VIAJANTES. ANIMAIS EXTRAORDINÁRIOS,"Gutiérrez, X.",,,Kalandraka,2019,Desova; Plâncton; Tundra,6-8 anos;9-11 anos,Leitura mediana,Ciência e Tecnologia,Livro,Português,2019
239,978-989-777-135-4,O Desaparecimento de Josef Mengele,"Guez, Olivier",,,Editorial Planeta,2018,nazismo; guerra; Mengele,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Biografia,Livro,Português,2019
240,978-989-616-856-8,A Inquisição de Lisboa (1537-1579),"Giebels, Daniel Norte",,,Gradiva,2018,Inquisição; Portugal; História,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
241,978-989-616-774-5,Os tempos e os Modos da Justiça (Uma visão europeia),"Afonso, Orlando",,,Gradiva,2017,direito: justiça; Europa,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade;Ensaio,Livro,Português,2019
242, 972-618-437-1,O Mistério da Maria da Fonte,"Pinto, Ana Sofia",,,Edições Sílabo,2006,lenda; liberalismo; guerra,12-14 anos;15-18 anos,Leitura mediana,Cultura e Sociedade,Livro,Português,2019
243,978-972-618-717-2,A Guerra dos Judeus. História da Giuerra entre Judeus e Romanos,"Josefo, Flávio",,,Edições Sílabo,2013,Roma; Judeia; história,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade,Livro,Português,2019
244,978-989-99720-1-8,Estorial. Um romance de guerra,"Tiago-Stankovic, Dejan",,,BookBuilders,2016,romance; guerra; Portugal,Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
245,978-989-99454-6-3,Memórias da Adesão. À Mesa das Negociações,"Lã, João Rosa, e Cunha, Alice (orgs.)",,,BookBuilders,2016,diplomacia; política; Europa,Maiores de 18 anos,Leitura fluente,Cultura e Sociedade,Livro,Português,2019
246,978-972-618-396-9,A Arte da Guerra,"Tzu, Sun",,,Edições Sílabo,2017,guerr; China; história,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
247,978-972-618-334-1,A Guerra das Gálias,"César, Júlio",,,Edições Sílabo,2016,guerra; Roma ; Gália,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
248,978-972-616-383-9,O Povo do Nilo. O egipto dos Faraós,"Seromenho, Luzia",,,Edições Sílabo,2005,Egito; história; antiguidade,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
249,978-972-618-893-3,Autobiografia,"Franklin, Benjamin",,,Edições Sílabo,2017,América; revolução; História,Maiores de 18 anos,Leitura fluente,Biografia;Cultura e Sociedade,Livro,Português,2019
250,978-972-618-392-1,50 Grandes Discursos da História,"Robalo, Manuel; Mata, Miguel (org.)",,,Edições Sílabo,2014,discursos; história; líderes,Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
251,978-972-618-480-5,História da Guerra do Peloponeso,Tucídides,,,Edições Sílabo,2015,"Grécia, guerra; história",Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Literatura,Livro,Português,2019
252,978-972-618-359-6,A Dinastia de Aviz e a Construção da União Ibérica,"Martelo, David",,,Edições Sílabo,2005,Castela; Portugal; história,Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
253, 972-618-429-0,"A Vida dos Doze Césares. Júlio César, Octávio César Augusto",Suetónio,,,Edições Sílabo,2015,história; Grécia; império,15-18 anos;Maiores de 18 anos,Leitura fluente,Cultura e Sociedade,Livro,Português,2019
254,978-972-618-420-0,"A Vida dos Doze Césares. Tibério, Calígula e Cláudio",Suetónio,,,Edições Sílabo,2006,história; Roma; Império,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
255,978-972-618-448-5,"A Vida dos Doze Césares.Nero, Glba, Otão, Vitélio, Vespasiano, Tito, Domiciano",Suetónio,,,Edições Sílabo,2007,história; Roma; Império,15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
256,9789897078828,O Segredo do Mágico,"Macedo, M.",,,Booksmile,2019,Mágico; Experiências; Carbono,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia,Livro,Português,2019
257,9789896826765,Y o ùltimo Homem 1: Um Mundo de Homens,"Vaughan, Brian K.",,,Levoir,2017,"distopia, Mundo sem homens, triller",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada;Ciência e Tecnologia,Livro,Português,2019
258,9789896168742,Tenzing: No Teto do Mundo com Edmund Hillary,"Clot, Christian",,,Gradiva,2019,"Biografia, Tenzing, Evereste",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada;Biografia,Livro,Português,2019
259,9789896168698,Darwin 1: A Bordo do Beagle,"Clot, Christian",,,Gradiva,2019,"Biografia, Darwin, Banda Desenhada",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada;Biografia,Livro,Português,2019
260,9789896168735,O Diário de Esther Vol1: Histórias dos meus 10 Anos,"Sattouf, Riad",,,Gradiva,2019,"adolescência, diário, Riad Sattouf",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Banda Desenhada,Livro,Português,2019
261,9789896168278,Introdução à filosofia em Banda Desenhada,"Patton, Michael F. e Cannon, Kevin",,,Gradiva,2018,"Filosofia, Banda Desenhada, ensaio",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada;Ensaio,Livro,Português,2019
262,9788416510795,Surpreendentes X-Men Livro Um,"Whedon, Joss",,,G Floy,2018,"Marvel, Super-heróis, X-Men",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Banda Desenhada,Livro,Português,2019
263,9788416510733,KM/H Acima do Limite,"Millar, Mark",,,G Floy,2018,"super-velocidade, BD, viagens no tempo",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Banda Desenhada,Livro,Português,2019
264,9789720701930,Atlas Ilustrado,"Brooks, A.",,,Porto Editora,2019,Atlas; Mapas; Artefacto,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2019
265,9789896827984,Batman 80 anos Vol 1: Jogo Final,"Snyder, Scott",,,Levoir,2019,"Batman, Joker, Liga da Justiça",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
266,9789896828028,Batman 80 Anos Vol 5: Noel - um Conto de Natal,"Bermejo, Lee",,,Levoir,2019,"Batman; Natal, Dickens",15-18 anos,Leitura mediana;Leitura fluente,Banda Desenhada;Literatura,Livro,Português,2019
267,9789896828042,Batman 80 Anos Vol 7: Black & White - Os Melhores Contos Noir,Vários Autores,,,Levoir,2019,"Batman, Preto e branco, histórias curtas",15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Banda Desenhada,Livro,Português,2019
268,9789896828073,Batman 80 Anos: Antologia 80 Anos de Aventuras,Vários Autores,,,Levoir,2019,"Batman, Antologia, 80 Anos",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
269,9789720031686,Sabrina,"Drnaso, Nick",,,Porto Editora,2019,"Banda Desenhada, novela gráfica, Booker Prize",Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
270,9789722065153,Fora de Si,"Salzmann, S. M.",,,D. Quixote,2018,migração; sociedade; cultura,Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
271,978-972-0-04846-2,William Wenton e o Agente Orbulator,"Peers, .",,,Porto Editora,2019,ficção científica; aventura; inteligência artificial,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
272,9789896828097,Black Hammer: Origens Secretas,"Lemire, Jeff",,,Levoir,2019,"Super-heróis, homenagem,",Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
273,9789892345048,Tintin e a Lua: Rumo à Lua/Explorando a Lua,Hergé,,,ASA,2019,"Tintin, viagens espaciais, lua",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada;Ciência e Tecnologia,Livro,Português,2019
274,9789720701916,Atlas dos Animais Ilustrado,"Ambrose, J.",,,Porto Editora,2019,Taiga; Estepe; Cordilheira,9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2019
275,9789897223976,Fronteiras Perdidas,"Agualusa, J. E.",,,Quetzal Editores,2017,crónicas; absurdo; viagem.,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
276,9789722537599,Alves e Cª,"Queirós, E.",,,11x17,2019,sociedade; sátira;,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
277,9789722727303,Vamos Descobrir a Biblioteca Nacional de Portugal,"Soares, L. D.",,,Imprensa Nacional-Casa da Moeda,2019,biblioteca; cultura; história,6-8 anos;9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade,Livro,Português,2019
278,9789722129725,Uma Aventura no Fundo do Mar,"Magalhães, A. M. e Alçada, I.",,,Caminho,2019,aventura; tráfico; Algarve,6-8 anos;9-11 anos;12-14 anos,Leitura fluente,Literatura,Livro,Português,2019
279,9789897223983,A Substância do Amor e Outras Crónicas,"Agualusa, J. E.",,,Quetzal Editores,2017,sociedade; amor; mulher,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
280,9789892344331,A Pena do Falcão,"Trueit, T.",,,ASA,2019,aventura; investigação; ciência,12-14 anos;15-18 anos,Leitura fluente,Literatura,Livro,Português,2019
281,9788365938374,Dylan Dog vol. 1: O Velho que Lê,"Celoni, Fabio e Sclavi, Tiziano",,,G Floy,2019,"Dylan Dog, literatura, Fabio Celoni",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada;Literatura,Livro,Português,2019
282,978-989-665-590-7,Anoitecer no paraíso,"Berlin, Lucia",,,Alfaguara,2018,Sofrimento; emoções; beleza,Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
283,978-972-38-3093-4   ,Santos e pecadores: ensaios escolhidos,"Greene, Graham",,,Livros do Brasil,2019,"Ensaio, virtude / pecado, sentido religioso",Maiores de 18 anos,Leitura fluente,Ensaio;Literatura,Livro,N/R,2019
284,978-972-25-3320-1,As afinidades electivas,"Goethe, johann Wolfgang",,,Bertrand Editora,2017,"Paixão / Razão, Renúncia, Desejo",Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
285,978-989-641–757-4,Vale Abraão,"Bessa-Luís, Agustina",,,Relógio D'Água,2017,Adultério; Insatisfação; preconceitos,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
286,9789720730022,"Lê lá, Lara!
Destrava-línguas com a Natureza","Gonzalez, M.",,,Porto Editora,2019,Natureza; Biblioteca; Aguarelista,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Vida Prática,Livro,Português,2019
287,9789720031709,O Primeiro Homem,"Ferrandez, Jacques e Camus, Albert",,,Porto Editora,2019,"BD, Literatura, Albert Camus",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada;Literatura,Livro,Português,2019
288,9789899958364,Inventário Ilustrado dos Mares,"Aladjidi, V.",,,Faktoria K de Livros,2018,Inventário; Vermes; Cnidários,6-8 anos;9-11 anos;12-14 anos,Leitura inicial;Leitura mediana;Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2019
289,9788793576049,Os Filhos do Rato,"Zhang, Luís",,,G Floy,2019,"Guerra colonial, BD, terror",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
290,9788416510788,O Homem Vazio,"Bunn, Cullen",,,G Floy,2018,"Terror, BD, policial",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
291,9788416510900,Indeh: Uma história das Guerras Apaches,"Hawke, Ethan",,,G Floy,2018,"Guerras Índias, Geronimo, Ethan Hawke",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
292,9788416510962,Kick-Ass,"Millar, Mark",,,G Floy,2019,"BD, super-heróis, cinema",12-14 anos;15-18 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Banda Desenhada,Livro,Português,2019
293,9788793576070,Mar de Aral,"Fernandes, José Carlos Fernandes",,,G Floy,2019,"Contos, José Carlos Fernandes, humor",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
294,9789898673411,O Outro Lado de Z,"Duarte, Nuno",,,G Floy,2019,"Fantasia, quotidiano Banda Desenhada",12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Banda Desenhada,Livro,Português,2019
295,9788416510979,Reborn: Renascidos,"Millar, Mark",,,G Floy,2019,"Vida depois da morte, BD, fantasia heróica",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
296,9788416510856,Starlight: O Regresso de Duke McQueen,"Millar, Mark",,,G Floy,2018,"BD, ficção científica, Mark Millar",15-18 anos;Maiores de 18 anos,Leitura fluente,Banda Desenhada,Livro,Português,2019
297,9789897770616,Zach King: A Minha Vida Mágica,"King, Zach",,,Editorial Planeta,2018,"magia, BD, livro ilustrado",9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Banda Desenhada,Livro,Português,2019
298,9789720701923,Atlas da História Ilustrado,"Adams, S. Chrisp, P.",,,Porto Editora,2019,História; Cronologia; Atlas,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Cultura e Sociedade;Vida Prática,Livro,Português,2019
299,9789896604868,  Isto é matemática- a série da SIC agora em livro,"Martins, Rogério,e Caetano, Tiago Dacunha",,,Texto Editores,2018,"matemática, aplicações, divulgação da matemática",12-14 anos;Maiores de 18 anos;15-18 anos;,Leitura fluente;Leitura mediana;,Ciência e Tecnologia;Cultura e Sociedade;,Livro,Português,2019
300,9789892343952,A Cada Estrela Cadente,"Lee, S. e McClelland , S.",,,ASA,2019,Coreia do Norte; adolescência; resiliência;,12-14 anos;15-18 anos;Maiores de 18 anos,Leitura fluente,Cultura e Sociedade,Livro,Português,2019
301,9789722065320,O Samurai,"Endo, S.",,,D. Quixote,2018,História; religião; sociedade,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
302,9789897076589,Ilusões Óticas,"Sarcone, G. Waeber, M.",,,Booksmile,2019,Óticas; Cérebro; Visuais,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia,Livro,Português,2019
303,9789897078811,Alerta no Mar,"Macedo, M.",,,Booksmile,2019,Cientistas; Experiências; Mergulho,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia;Vida Prática,Livro,Português,2019
304,9789897078590,50 Ideias para te Livrares do Plástico,"Thomas, I.",,,Booksmile,2019,Plástico; Vegetariano; Lixo,9-11 anos;12-14 anos;15-18 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro,Português,2019
305,978-989-642-702-4,Crónica de um vendedor de sangue,Yu Hua,,,Relógio D'Água,2017,Traição; Família; Lealdade,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
306,978-97238-3083-5,A morte feliz,"Camus, Albert",,,Livros do Brasil,2018,"Amor, felicidade, aventura",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
307,978-972-20-6470-5,Florinhas de Soror Nada: a vida de uma não santa,"Gomes, Luísa Costa",,,D. Quixote,2018,"Fanatismo, rebeldia, fé",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
308,978-989-641-834-2,China em dez palavras,Yu Hua,,,Relógio D'Água,2018,"China, Maoísmo, Transformações Sociais",15-18 anos;Maiores de 18 anos,Leitura fluente,Ensaio;Literatura,Livro,Português,2019
309,978-989-99438-0-3,Os mutilados,"Ungar, Herman",,,E-Primatur,2015,Impiedade; Crueldade; Fanatismo,Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
310,978-989-641-881-6,Viver,Yu Hua,,,Relógio D'Água,2018,Guerra; Miséria; China,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
311,978-989-99542-2-9,A história da milésima segunda noite,"Roth, Joseph",,,E-Primatur,2016,Paixão; Traição; livre-arbítrio,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
312,978-989-616–846-9,O invisível,"Lage, Rui",,,Gradiva,2018,Mistério; Aventura; policial,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
313,978-972-0-03045-0,De noite sonho com a paz: diários de guerra 1941-1945,"Ulreich, Carry",,,Porto Editora,2019,"Medo, Esperança,  Holocausto",15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
314,978-989-23-4000-5,Vertigo: a mulher que viveu duas vezes,Boileau- Narcejac,,,ASA,2017,Mistério; Amor; Drama,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
315,978-989-773-061-0,Guerra e paz: vol. I e II,"Tolstoi, Lev",,,Saída de Emergência,2017,Guerra; Crítica social; Condição humana,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
316,978-989–641-732-1,Os Miseráveis I e II,"Hugo, Vitor",,,Relógio D'Água,2017,Injustiça; Redenção; Miséria,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
317,978-989-641-748-748-2,O Conde de Monte Cristo I e II,"Dumas, Alexandre",,,Relógio D'Água,2017,Aventura; Conspiração; Vingança,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
318,978-989–616-756-1,A ilha do dia antes,"Eco, Humberto",,,Gradiva,2017,Viagem; Aventura; Conhecimento,15-18 anos;Maiores de 18 anos,Leitura fluente,Literatura,Livro,Português,2019
319,978-989-671-464-2,"Sou um crime
Nascer e crescer no Apartheid","Noah, Trevor",,,Tinta da China,2018,"autobiografia, racismo, apartheid",15-18 anos;Maiores de 18 anos,Leitura fluente,Biografia,Livro,Português,2019
320,9789897077487,Atlas das Bandeiras,"Gifford, C.",,,Booksmile,2019,Bandeira; Liberdade; Passado,6-8 anos;9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Cultura e Sociedade;Vida Prática,Livro,Português,2019
321,9789897351297,"Haja Saúde
Contributos para uma infância saudável","Caldeira, S. e outros.",,,Letras Lavadas,2016,Saúde; Educação; Investigação,6-8 anos;9-11 anos;Maiores de 18 anos,Leitura mediana;Leitura fluente,Ciência e Tecnologia;Cultura e Sociedade;Vida Prática,Livro com CD e/ou DVD,Português,2019
322,9789895434008,Inventário ilustrado dos Frutos e Legumes,"Aladjidi, A.",,,Faktoria K de Livros,2019,Frutos; Legumes; Cereais,6-8 anos;9-11 anos;12-14 anos,Leitura inicial;Leitura mediana,Ciência e Tecnologia;Vida Prática,Livro,Português,2019
323,978-989-749-112-2,"Agora não, Tiago","McKee, David",,,Kalandraka,2019,Comunicação; Tiago; família.,3-5 anos;6-8 anos;9-11 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
324,978-989-749-115-3,Cornelius,"Lionni, Leo",,,Kalandraka,2019,Cornelius; crocodilo; diferença,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
325,978-989-749-111-5,O segredo do Avô Urso,"Mañas, Pedro",,,Kalandraka,2019,Segredo; Avô; Urso,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
326,978-989-749-113-9,O Pirata Valente,"Alcántara, Ricardo",,,Kalandraka,2019,Pirata; valente,0-2 anos;3-5 anos,Pré-leitura;Leitura inicial,Literatura;Poesia,Livro-álbum,Português,2019
327,978-989-749-104-7,A lagartinha muito comilona — O meu livro pop-up,"Carle, Eric",,,Kalandraka,2019,Lagartinha: comilona; pop-up,0-2 anos;3-5 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
328,978-989-749-110-8,O nascimento do Dragão,"Fei, Wang; Sellier, Marie",,,Kalandraka,2019,Nascimento; Dragão; China,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Arte;Cultura e Sociedade;Literatura,Livro-álbum,Português,2019
329,978-989-54344-3-5,Degelo,"Letria, André",,,Pato Lógico,2019,Degelo; inverno,6-8 anos;9-11 anos;12-14 anos,Pré-leitura;Leitura inicial;Leitura mediana,Literatura,Livro-álbum,Português,2019
330,978-989-54344-4-2,Impulso,"Letria, André",,,Pato Lógico,2019,Impulso; salto,6-8 anos;9-11 anos;12-14 anos,Pré-leitura;Leitura inicial;Leitura mediana,Literatura,Livro-álbum,Português,2019
331,978-989-54344-0-4,Coimbra,"Sobral, Catarina",,,Pato Lógico,2019,Coimbra; mapa; guia,6-8 anos;9-11 anos;12-14 anos,Leitura inicial;Leitura mediana,Cultura e Sociedade;Literatura,Livro-álbum,Português,2019
332,978-989-54344-2-8,Quito,"Ycaza, Roger",,,Pato Lógico,2019,Quito; guia; mapa,6-8 anos;9-11 anos;12-14 anos,Leitura inicial;Leitura mediana;Leitura fluente,Cultura e Sociedade;Literatura,Livro-álbum,Português,2019
333,978-989-8888-41-9,O grande e ruim Graou,"Chabbert, Ingrid",,,Alfarroba,2019,Graou; lobo,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
334,978-989-749-107-8,Num molho de brócolos! ou A vida não pode ser só isto,"Sendak, Maurice",,,Kalandraka,2018,Brócolos; aventura; experiência,6-8 anos;9-11 anos,Leitura mediana,Literatura,Livro-álbum,Português,2019
335,978-989-749-097-2,A aranha muito ocupada,"Carle, Eric",,,Kalandraka,2018,Aranha; animais,0-2 anos;3-5 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
336,978-989-749-109-2,Cândido e os outros,"Pintadera, Fred",,,Kalandraka,2018,Cândido; diferença,6-8 anos;9-11 anos,Leitura inicial;Leitura mediana,Literatura,Livro-álbum,Português,2019
337,978-989-749-105-4,Tenho uns pés perfeitos,"Solar, María",,,Kalandraka,2018,Pés; corpo,6-8 anos;9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Literatura,Livro-álbum,Português,2019
338,978-989-749-103-0,Uma história,"Coppo, Marianna",,,Kalandraka,2018,História; imaginação,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
339,978-989-749-096-5,Clementine,"Innocenti, Roberto; Novesky, Amy",,,Kalandraka,2018,Clementine; navio; capitão,6-8 anos;9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Literatura,Livro-álbum,Português,2019
340,978-989-749-108-5,Rosa Branca,"Innocenti, Roberto",,,Kalandraka,2018,Rosa Branca; Holocausto; infância,6-8 anos;9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Literatura,Livro-álbum,Português,2019
341,978-989-749-106-1,Uma longa viagem,"Chambers, Daniel H.",,,Kalandraka,2018,refugiados; viagem; tolerância,6-8 anos;9-11 anos;12-14 anos,Leitura mediana;Leitura fluente,Literatura,Livro-álbum,Português,2019
342,978-989-749-101-6,Pé ante pé,"Lionni, Leo",,,Kalandraka,2018,Animais; lagarta; medir,0-2 anos;3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
343,978-989-749-102-3,Os três ursos,"Ballesteros, Xosé",,,Kalandraka,2018,ursos; menina; curiosidade,3-5 anos;6-8 anos,Pré-leitura;Leitura inicial,Literatura,Livro-álbum,Português,2019
344,978-972-24-1908-6,"Saudade, um conto para sete dias","Hochman, Claudio",,,Livros Horizonte,2019,saudade; rei,6-8 anos;9-11 anos,Leitura mediana,Literatura,Livro-álbum,Português,2019
345,978-989-8881-11-3,Contos Completos,"Potter, B.",,,PIM! Edições,2018,Imaginação; maravilhoso; aventura.,12-14 anos;Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;,Livro,Português,2019
346,978-972-0-72708-4,Contos Gregos,"Sérgio, A.",,,Porto Editora,2018,Mitologia Grega.,12-14 anos;9-11 anos;,Leitura fluente;Leitura mediana;,Literatura;Cultura e Sociedade;,Livro,Português,2019
347,978-989-707-738-8,Matilde: Blhec! Quem Pôs Isto No Meu Prato?,"Silva, M. K. M.",,,Fábula,2018,Jardim de infância; pirâmide alimentar.,3-5 anos;Maiores de 18 anos;,Pré-leitura;Leitura fluente;,Vida Prática;Literatura;,Livro,Português,2019
348,978-989-707-737-1,"O Urso, o Piano, o Cão e o Violino","Litchfield, D.",,,Fábula,2018,Amizade; Arte; Música.,6-8 anos;3-5 anos;,Pré-leitura;Leitura inicial;,Literatura;Cultura e Sociedade;,Livro,Português,2019
349,978-989-54315-0-2,"Manuel, o menino com asas de livros","Lopes, J, Milhões, M.",,,Câmara Municipal da Sertã,2018 (2ª edição),Ensino; Aprendizagem; Cultura,12-14 anos;9-11 anos;,Leitura fluente;Leitura mediana;,Biografia;Literatura;Cultura e Sociedade;,Livro,Português,2019
350,978-989-8421-30-2,Nove Histórias Mal Contadas/Nueve Cuentos Mal Contados,"Castro, R.",,,Rodolfo Castro/habitantedoconto@gmail.com e BOCA,2018,Literatura de tradição oral; clássicos infantis.,Maiores de 18 anos;15-18 anos;,Leitura fluente;,Literatura;Cultura e Sociedade;,Livro com CD e/ou DVD,Português; Espanhol,2019
351,978-972-0-70629-4,Vou para o Jardim de Infância,"Besson, A.",,,Porto Editora,2018,Jardim de infância; rotinas; brincadeiras.,3-5 anos;,Pré-leitura;,Cultura e Sociedade;,Livro-álbum,Português,2019
